train_speed_kmh,distance_to_obstacle_km,environmental_condition,weather_alert,signal_quality_percent,severity_score,obstruction_type,alternative_route_available,communication_latency_ms,axle_balance,ahead_section_status,known_train_schedule,distance_from_station_km,sensor_type,time_to_obstacle_min,braking_distance_required_km,effective_distance_km,safe_stopping_possible,rule_label,label,label_noised
82.2,19.62,clear,False,89.1,9,track_buckling,False,1874,1.0009,CLEAR,True,19.8,track_circuit,14.32,1.351,19.577,True,emergency_stop,emergency_stop,False
127.9,17.0,clear,False,91.6,5,equipment_failure_ahead,False,1910,0.9614,CLEAR,True,1.53,accelerometer,7.97,3.272,16.932,True,reduce_speed,reduce_speed,False
187.0,12.72,snow,False,68.9,10,track_buckling,True,88,,CLEAR,True,8.96,axle_counter,4.08,13.288,12.715,False,reroute,reroute,False
91.6,3.02,snow,False,71.7,9,track_buckling,True,1326,1.0591,CLEAR,True,16.64,track_circuit,1.98,3.188,2.986,False,reroute,reroute,False
86.0,3.46,heavy_rain,True,80.9,1,environmental_false_positive,False,701,,CLEAR,True,19.51,vibration,2.41,2.367,3.443,True,reduce_speed,emergency_stop,True
108.0,9.58,rain,True,43.9,5,fallen_tree,False,1015,1.0639,CLEAR,True,15.01,vibration,5.32,3.033,9.55,True,reduce_speed,reduce_speed,False
195.0,15.4,rain,False,55.2,7,stranded_vehicle,False,377,,CLEAR,True,21.8,track_circuit,4.74,9.886,15.38,True,reduce_speed,reduce_speed,False
176.0,3.63,rain,False,93.9,5,sensor_miscount,False,1368,0.986,OCCUPIED,True,20.61,axle_counter,1.24,8.054,3.563,False,emergency_stop,emergency_stop,False
68.2,18.33,rain,False,66.6,8,boulder,True,1678,0.9865,OCCUPIED,True,15.63,track_circuit,16.13,1.209,18.298,True,reduce_speed,reduce_speed,False
140.1,13.74,clear,False,33.6,9,boulder,True,853,0.948,CLEAR,False,9.03,track_circuit,5.88,3.926,13.707,True,emergency_stop,emergency_stop,False
167.7,6.38,clear,False,58.4,1,cattle_crossing,False,1412,,CLEAR,False,9.41,vibration,2.28,5.625,6.314,True,reduce_speed,reroute,True
164.0,17.74,clear,False,41.3,5,fallen_tree,False,683,0.9836,OCCUPIED,True,15.57,axle_counter,6.49,5.379,17.709,True,reduce_speed,reduce_speed,False
120.8,12.05,flood,True,54.9,9,track_buckling,False,1512,0.928,CLEAR,False,16.59,track_circuit,5.99,4.961,11.999,True,emergency_stop,emergency_stop,False
158.4,14.72,rain,False,68.1,10,landslide_debris,False,210,,CLEAR,True,10.17,track_circuit,5.58,6.524,14.711,True,emergency_stop,emergency_stop,False
135.5,7.83,flood,False,65.4,9,stranded_vehicle,True,1767,,CLEAR,False,10.24,axle_counter,3.47,6.242,7.763,True,emergency_stop,emergency_stop,False
76.2,7.99,clear,False,64.3,4,fallen_tree,True,787,0.9615,CLEAR,True,4.83,track_circuit,6.29,1.161,7.973,True,reduce_speed,reduce_speed,False
53.7,0.45,rain,False,31.3,10,landslide_debris,True,1034,1.0089,CLEAR,True,0.51,accelerometer,0.5,0.75,0.435,False,reroute,reroute,False
102.3,10.85,clear,False,61.2,4,signal_cable_theft,True,1617,,CLEAR,True,11.81,axle_counter,6.36,2.093,10.804,True,reduce_speed,reduce_speed,False
54.6,15.26,clear,False,32.0,6,signal_cable_theft,False,108,,CLEAR,False,20.86,accelerometer,16.77,0.596,15.258,True,reduce_speed,reduce_speed,False
106.2,19.38,clear,False,58.3,7,landslide_debris,False,1894,1.0413,CLEAR,False,19.28,track_circuit,10.95,2.256,19.324,True,reduce_speed,reduce_speed,False
173.5,17.87,clear,False,75.3,8,fallen_tree,False,1248,1.0283,CLEAR,True,24.85,vibration,6.18,6.02,17.81,True,reduce_speed,reduce_speed,False
175.9,1.92,snow,False,38.8,9,unknown_obstruction,False,1952,,CLEAR,True,16.9,track_circuit,0.65,11.758,1.825,False,emergency_stop,reroute,True
50.3,19.61,clear,False,94.2,9,broken_rail,True,1125,1.0187,CLEAR,True,6.23,track_circuit,23.39,0.506,19.594,True,emergency_stop,emergency_stop,False
55.8,3.16,rain,False,74.1,3,water_logging,False,452,0.9955,CLEAR,False,17.1,track_circuit,3.4,0.81,3.153,True,reduce_speed,reduce_speed,False
148.8,1.01,rain,False,45.2,1,cattle_crossing,True,1186,,CLEAR,True,20.8,track_circuit,0.41,5.757,0.961,False,reroute,reroute,False
122.5,15.03,clear,False,57.6,8,track_buckling,True,1164,,CLEAR,True,16.2,accelerometer,7.36,3.001,14.99,True,reroute,reroute,False
68.2,18.14,rain,False,36.8,4,environmental_false_positive,False,1846,,OCCUPIED,True,12.3,vibration,15.96,1.209,18.105,True,reduce_speed,reduce_speed,False
169.9,19.01,clear,False,31.5,6,unknown_obstruction,True,1173,1.0184,CLEAR,True,15.65,axle_counter,6.71,5.773,18.955,True,reduce_speed,reduce_speed,False
78.6,16.53,flood,True,94.1,9,unknown_obstruction,True,842,0.8984,CLEAR,True,1.13,axle_counter,12.62,2.101,16.512,True,reduce_speed,reduce_speed,False
57.1,4.26,heavy_rain,False,77.3,8,track_buckling,False,393,1.01,OCCUPIED,False,7.0,axle_counter,4.48,1.043,4.254,True,reduce_speed,reduce_speed,False
161.2,3.25,fog,False,84.6,8,fallen_tree,False,686,1.0015,CLEAR,False,4.36,axle_counter,1.21,5.717,3.219,False,emergency_stop,emergency_stop,False
139.3,1.37,rain,True,73.6,8,boulder,True,1184,,CLEAR,True,10.63,vibration,0.59,5.045,1.324,False,reroute,reroute,False
106.1,11.72,clear,True,93.5,8,fallen_tree,False,769,0.9515,OCCUPIED,False,22.38,axle_counter,6.63,2.251,11.697,True,reduce_speed,reduce_speed,False
152.4,9.85,snow,True,92.7,8,stranded_vehicle,True,757,1.0295,CLEAR,True,5.1,vibration,3.88,8.826,9.818,True,reroute,reroute,False
186.3,2.36,clear,False,34.1,6,signal_cable_theft,False,78,1.0831,CLEAR,True,2.24,track_circuit,0.76,6.942,2.356,False,emergency_stop,emergency_stop,False
50.3,9.4,clear,True,43.3,8,track_buckling,False,1888,0.9016,CLEAR,True,19.53,accelerometer,11.21,0.506,9.374,True,reduce_speed,reduce_speed,False
142.3,11.43,clear,False,57.7,8,unknown_obstruction,False,1682,1.0588,CLEAR,True,21.76,track_circuit,4.82,4.05,11.364,True,reduce_speed,reduce_speed,False
78.8,14.51,heavy_rain,True,53.9,7,boulder,False,547,0.8872,OCCUPIED,False,13.52,track_circuit,11.05,1.987,14.498,True,reduce_speed,emergency_stop,True
118.5,8.4,rain,True,66.8,7,landslide_debris,True,318,,CLEAR,True,9.73,accelerometer,4.25,3.651,8.39,True,reroute,reroute,False
110.7,6.5,fog,False,48.7,2,environmental_false_positive,True,1679,0.9857,CLEAR,True,11.05,track_circuit,3.52,2.696,6.448,True,reduce_speed,reduce_speed,False
105.4,13.38,heavy_rain,True,85.8,4,sensor_miscount,False,1682,0.9571,CLEAR,True,16.65,track_circuit,7.62,3.555,13.331,True,reduce_speed,reduce_speed,False
74.5,13.75,clear,False,30.5,5,stranded_vehicle,True,1799,1.0213,CLEAR,True,20.87,track_circuit,11.07,1.11,13.713,True,reduce_speed,reduce_speed,False
169.4,5.55,snow,True,85.4,9,broken_rail,True,1118,0.9423,CLEAR,True,5.14,axle_counter,1.97,10.905,5.497,False,reroute,reroute,False
103.8,0.59,clear,False,57.5,7,track_buckling,False,1485,1.031,CLEAR,True,22.61,accelerometer,0.34,2.155,0.547,False,emergency_stop,reduce_speed,True
182.5,18.92,rain,True,30.4,9,boulder,True,1473,0.9926,CLEAR,False,16.61,vibration,6.22,8.66,18.845,True,emergency_stop,emergency_stop,False
100.0,15.15,clear,False,89.3,1,cattle_crossing,False,468,0.7714,CLEAR,True,18.59,axle_counter,9.09,2.0,15.137,True,proceed_with_caution,proceed_with_caution,False
175.2,4.18,flood,False,61.3,5,stranded_vehicle,False,1072,0.9514,CLEAR,True,2.63,accelerometer,1.43,10.436,4.128,False,emergency_stop,emergency_stop,False
129.4,11.4,clear,False,80.7,10,broken_rail,False,557,1.0115,OCCUPIED,True,23.0,axle_counter,5.29,3.349,11.38,True,emergency_stop,emergency_stop,False
104.8,11.98,clear,False,91.5,8,track_buckling,False,1520,,CLEAR,True,13.44,accelerometer,6.86,2.197,11.936,True,reduce_speed,reduce_speed,False
154.1,2.69,rain,False,32.4,4,signal_cable_theft,False,1944,1.0199,CLEAR,True,9.37,track_circuit,1.05,6.174,2.607,False,emergency_stop,emergency_stop,False
166.9,3.99,clear,False,48.4,3,sensor_miscount,False,199,1.063,CLEAR,True,10.27,axle_counter,1.43,5.571,3.981,False,emergency_stop,emergency_stop,False
119.8,19.14,clear,False,38.3,7,boulder,False,197,0.9464,OCCUPIED,False,7.68,track_circuit,9.59,2.87,19.133,True,reduce_speed,reduce_speed,False
110.9,10.26,rain,False,36.9,7,landslide_debris,False,565,,CLEAR,True,4.49,track_circuit,5.55,3.198,10.243,True,reduce_speed,reduce_speed,False
134.5,3.99,clear,False,96.2,6,water_logging,False,278,,OCCUPIED,False,1.35,vibration,1.78,3.618,3.98,True,reduce_speed,reduce_speed,False
135.7,15.99,snow,True,86.4,2,environmental_false_positive,False,67,,CLEAR,False,6.98,track_circuit,7.07,6.998,15.987,True,reduce_speed,reduce_speed,False
110.9,9.52,clear,False,55.5,4,signal_cable_theft,False,1959,1.066,OCCUPIED,True,12.67,axle_counter,5.15,2.46,9.46,True,reduce_speed,reduce_speed,False
162.4,12.84,fog,False,78.1,5,sensor_miscount,False,1186,1.0196,CLEAR,True,16.84,vibration,4.74,5.802,12.786,True,reduce_speed,reduce_speed,False
107.0,6.09,rain,False,94.4,6,water_logging,False,1565,0.9831,CLEAR,True,18.47,track_circuit,3.41,2.977,6.043,True,reduce_speed,reduce_speed,False
115.2,1.35,fog,False,45.5,9,track_buckling,False,1154,,CLEAR,True,15.09,axle_counter,0.7,2.92,1.313,False,emergency_stop,emergency_stop,False
138.8,3.47,rain,False,31.0,1,cattle_crossing,True,1506,0.9377,CLEAR,True,3.34,vibration,1.5,5.009,3.412,False,reroute,reroute,False
198.0,19.47,rain,False,87.7,8,track_buckling,True,1388,1.0378,OCCUPIED,True,11.07,accelerometer,5.9,10.193,19.394,True,reroute,reroute,False
85.4,12.55,flood,True,80.6,5,sensor_miscount,True,362,1.0181,OCCUPIED,True,16.85,track_circuit,8.82,2.48,12.541,True,reduce_speed,reduce_speed,False
81.0,16.66,clear,False,41.2,10,track_buckling,False,343,1.035,OCCUPIED,True,18.71,accelerometer,12.34,1.312,16.652,True,emergency_stop,emergency_stop,False
72.4,0.63,clear,False,64.3,8,fallen_tree,True,1003,,OCCUPIED,True,8.45,vibration,0.52,1.048,0.61,False,reroute,reroute,False
151.9,15.36,fog,False,41.2,3,cattle_crossing,True,773,,CLEAR,True,23.25,vibration,6.07,5.076,15.327,True,reduce_speed,reduce_speed,False
114.6,9.8,heavy_rain,False,72.2,2,cattle_crossing,True,1690,0.9822,OCCUPIED,False,19.99,track_circuit,5.13,4.203,9.746,True,proceed_with_caution,proceed_with_caution,False
105.2,13.37,clear,True,75.3,9,broken_rail,False,647,1.0646,CLEAR,False,21.37,vibration,7.63,2.213,13.351,True,emergency_stop,emergency_stop,False
76.6,7.29,clear,False,49.4,5,water_logging,True,691,1.0364,CLEAR,False,16.83,vibration,5.71,1.174,7.275,True,reduce_speed,reduce_speed,False
183.1,12.49,snow,False,84.7,6,unknown_obstruction,False,1082,,CLEAR,True,10.64,track_circuit,4.09,12.74,12.435,False,emergency_stop,emergency_stop,False
113.7,0.91,fog,False,63.2,2,environmental_false_positive,False,426,0.9919,OCCUPIED,True,23.39,accelerometer,0.48,2.844,0.897,False,emergency_stop,emergency_stop,False
139.2,1.1,flood,True,79.4,6,unknown_obstruction,False,1724,0.8939,CLEAR,True,22.59,accelerometer,0.47,6.588,1.033,False,emergency_stop,emergency_stop,False
62.4,16.02,rain,False,74.8,7,signal_cable_theft,False,71,0.8809,CLEAR,True,20.8,axle_counter,15.4,1.012,16.019,True,reduce_speed,reduce_speed,False
61.7,2.66,fog,False,61.6,5,signal_cable_theft,True,1703,,CLEAR,True,22.33,vibration,2.59,0.838,2.631,True,reduce_speed,reduce_speed,False
55.4,0.48,clear,False,50.5,8,broken_rail,False,1264,1.0761,CLEAR,False,22.96,axle_counter,0.52,0.614,0.461,False,emergency_stop,emergency_stop,False
101.9,18.27,snow,True,44.3,6,water_logging,False,1782,0.9577,CLEAR,False,18.79,vibration,10.76,3.946,18.22,True,reduce_speed,reduce_speed,False
118.3,5.46,clear,False,82.2,6,fallen_tree,True,623,0.9601,OCCUPIED,False,5.41,vibration,2.77,2.799,5.44,True,reduce_speed,reduce_speed,False
82.9,11.73,fog,False,74.9,8,broken_rail,True,1806,,CLEAR,True,13.69,track_circuit,8.49,1.512,11.688,True,reroute,reroute,False
99.2,16.81,clear,False,49.7,10,landslide_debris,False,1735,,CLEAR,True,15.59,track_circuit,10.17,1.968,16.762,True,emergency_stop,emergency_stop,False
46.0,14.97,rain,False,97.7,8,landslide_debris,False,941,,CLEAR,True,19.45,track_circuit,19.53,0.55,14.958,True,reduce_speed,reduce_speed,False
99.4,1.12,fog,False,86.7,1,environmental_false_positive,False,603,1.0167,OCCUPIED,False,12.63,accelerometer,0.68,2.174,1.103,False,emergency_stop,emergency_stop,False
63.5,11.31,rain,False,38.9,8,landslide_debris,False,434,0.9705,OCCUPIED,True,13.07,track_circuit,10.69,1.048,11.302,True,reduce_speed,reduce_speed,False
64.9,10.93,snow,True,41.4,3,cattle_crossing,False,345,0.9678,CLEAR,False,24.89,accelerometer,10.1,1.601,10.924,True,reduce_speed,reduce_speed,False
45.7,7.13,clear,False,68.1,8,broken_rail,False,1187,0.9624,CLEAR,False,11.58,axle_counter,9.36,0.418,7.115,True,reduce_speed,reduce_speed,False
152.9,15.12,rain,True,37.2,8,track_buckling,True,1923,1.0142,OCCUPIED,True,3.69,track_circuit,5.93,6.078,15.038,True,reroute,reroute,False
189.3,19.29,clear,False,97.5,6,unknown_obstruction,True,1153,,CLEAR,True,17.89,accelerometer,6.11,7.167,19.229,True,reduce_speed,reduce_speed,False
141.3,3.11,clear,False,74.7,9,track_buckling,True,1932,0.8879,CLEAR,False,9.38,axle_counter,1.32,3.993,3.034,False,reroute,reroute,False
59.9,3.08,clear,False,34.6,6,unknown_obstruction,True,1524,0.9544,CLEAR,True,6.59,track_circuit,3.09,0.718,3.055,True,reduce_speed,reduce_speed,False
198.4,14.75,clear,False,61.0,5,sensor_miscount,True,1386,0.9946,CLEAR,True,15.9,track_circuit,4.46,7.873,14.674,True,reduce_speed,reduce_speed,False
196.2,9.2,clear,False,45.5,4,fallen_tree,False,1464,1.0263,CLEAR,True,23.88,track_circuit,2.81,7.699,9.12,True,reduce_speed,reduce_speed,False
117.6,15.95,fog,False,64.3,9,boulder,False,1861,,OCCUPIED,True,8.16,track_circuit,8.14,3.043,15.889,True,emergency_stop,emergency_stop,False
61.7,2.99,fog,False,47.3,6,fallen_tree,True,1724,1.0494,CLEAR,False,9.62,track_circuit,2.91,0.838,2.96,True,reduce_speed,reduce_speed,False
156.7,0.99,fog,False,88.2,3,water_logging,False,365,0.9153,OCCUPIED,True,11.9,axle_counter,0.38,5.402,0.974,False,emergency_stop,emergency_stop,False
194.0,14.02,clear,False,80.5,4,fallen_tree,False,1191,1.0249,CLEAR,True,17.36,track_circuit,4.34,7.527,13.956,True,reduce_speed,reduce_speed,False
165.7,19.9,clear,False,93.5,9,equipment_failure_ahead,True,948,,CLEAR,False,10.2,track_circuit,7.21,5.491,19.856,True,emergency_stop,emergency_stop,False
141.8,2.08,clear,False,43.9,9,track_buckling,True,1765,1.0029,CLEAR,True,10.91,track_circuit,0.88,4.021,2.01,False,reroute,reroute,False
139.7,17.31,heavy_rain,False,57.0,3,environmental_false_positive,False,448,1.0053,CLEAR,True,17.67,axle_counter,7.43,6.245,17.293,True,reduce_speed,reduce_speed,False
196.6,7.83,heavy_rain,False,86.4,8,boulder,False,1649,,CLEAR,False,24.64,accelerometer,2.39,12.368,7.74,False,emergency_stop,emergency_stop,False
56.3,0.53,clear,False,56.2,5,equipment_failure_ahead,False,984,0.9673,CLEAR,True,8.25,track_circuit,0.56,0.634,0.515,False,emergency_stop,emergency_stop,False
68.2,10.3,fog,False,56.5,8,track_buckling,True,1868,,CLEAR,True,14.84,track_circuit,9.06,1.023,10.265,True,reroute,reroute,False
173.8,5.72,clear,False,99.0,3,water_logging,False,1593,,CLEAR,True,19.96,axle_counter,1.97,6.041,5.643,False,emergency_stop,emergency_stop,False
67.5,13.93,clear,False,84.0,1,cattle_crossing,False,723,,CLEAR,True,5.7,accelerometer,12.38,0.911,13.916,True,proceed_with_caution,proceed_with_caution,False
104.4,5.9,clear,False,90.3,6,boulder,True,1698,,CLEAR,True,20.55,vibration,3.39,2.18,5.851,True,reduce_speed,reduce_speed,False
88.6,9.74,clear,False,58.5,1,environmental_false_positive,False,415,1.0339,CLEAR,True,9.2,vibration,6.6,1.57,9.73,True,reduce_speed,reduce_speed,False
82.7,4.17,fog,False,71.0,4,fallen_tree,False,58,0.9038,CLEAR,True,3.22,accelerometer,3.03,1.505,4.169,True,reduce_speed,reduce_speed,False
49.0,16.6,snow,False,61.5,3,cattle_crossing,True,1038,1.0098,OCCUPIED,False,1.11,axle_counter,20.33,0.912,16.586,True,proceed_with_caution,proceed_with_caution,False
132.8,18.52,clear,False,61.5,1,cattle_crossing,False,809,,OCCUPIED,True,1.31,accelerometer,8.37,3.527,18.49,True,proceed_with_caution,proceed_with_caution,False
107.2,8.19,rain,False,38.9,10,broken_rail,True,295,1.0887,OCCUPIED,True,20.04,track_circuit,4.58,2.988,8.181,True,emergency_stop,emergency_stop,False
130.5,9.09,fog,False,88.9,9,landslide_debris,False,1989,1.0786,OCCUPIED,True,17.04,vibration,4.18,3.747,9.018,True,emergency_stop,emergency_stop,False
92.2,19.66,flood,False,57.3,9,boulder,False,126,1.0505,CLEAR,True,19.94,accelerometer,12.79,2.89,19.657,True,emergency_stop,emergency_stop,False
190.9,3.01,rain,True,70.7,9,boulder,True,1199,1.0726,CLEAR,True,18.95,accelerometer,0.95,9.475,2.946,False,reroute,reroute,False
136.7,16.21,clear,False,90.0,7,fallen_tree,False,559,0.9781,CLEAR,True,9.83,axle_counter,7.11,3.737,16.189,True,reduce_speed,reduce_speed,False
194.0,11.43,rain,True,84.1,6,boulder,True,627,1.0156,OCCUPIED,False,23.36,vibration,3.54,9.785,11.396,True,reduce_speed,reduce_speed,False
99.3,17.64,clear,False,43.9,6,unknown_obstruction,True,461,,CLEAR,False,22.01,track_circuit,10.66,1.972,17.627,True,reduce_speed,reduce_speed,False
45.4,5.99,flood,False,73.3,3,cattle_crossing,True,808,,OCCUPIED,True,9.03,axle_counter,7.92,0.701,5.98,True,proceed_with_caution,proceed_with_caution,False
166.1,6.06,clear,False,64.7,5,signal_cable_theft,False,1352,,OCCUPIED,True,19.44,track_circuit,2.19,5.518,5.998,True,reduce_speed,reduce_speed,False
173.2,6.65,fog,False,48.2,6,stranded_vehicle,False,679,0.995,CLEAR,True,20.58,axle_counter,2.3,6.6,6.617,False,emergency_stop,emergency_stop,False
54.1,0.53,clear,False,32.9,7,fallen_tree,True,1457,,CLEAR,True,12.47,vibration,0.59,0.585,0.508,False,reroute,reroute,False
141.9,3.56,clear,False,74.1,3,cattle_crossing,False,923,0.9964,OCCUPIED,True,3.45,track_circuit,1.51,4.027,3.524,False,emergency_stop,emergency_stop,False
147.5,19.89,snow,False,84.6,5,fallen_tree,False,1581,1.0036,OCCUPIED,False,8.68,track_circuit,8.09,8.267,19.825,True,reduce_speed,reduce_speed,False
67.6,5.13,rain,False,95.9,8,stranded_vehicle,False,917,,CLEAR,False,24.73,track_circuit,4.55,1.188,5.113,True,reduce_speed,reduce_speed,False
130.6,0.59,clear,False,54.8,4,water_logging,True,763,,CLEAR,True,18.04,vibration,0.27,3.411,0.562,False,reroute,reroute,False
82.7,5.72,snow,True,57.9,1,cattle_crossing,True,1038,,OCCUPIED,True,19.48,vibration,4.15,2.599,5.696,True,reduce_speed,reduce_speed,False
47.6,8.29,heavy_rain,False,41.4,7,equipment_failure_ahead,True,1389,,CLEAR,True,22.84,vibration,10.45,0.725,8.272,True,reduce_speed,reduce_speed,False
179.4,11.05,clear,False,98.9,9,track_buckling,True,956,1.0514,CLEAR,True,5.47,track_circuit,3.7,6.437,11.002,True,emergency_stop,emergency_stop,False
121.2,1.56,rain,True,89.5,1,cattle_crossing,False,1817,,CLEAR,True,24.23,vibration,0.77,3.819,1.499,False,emergency_stop,emergency_stop,False
166.2,15.85,rain,False,97.0,6,boulder,False,1056,0.9317,CLEAR,True,13.19,vibration,5.72,7.182,15.801,True,reduce_speed,reduce_speed,False
157.0,16.54,rain,False,64.7,6,stranded_vehicle,False,627,,CLEAR,True,18.74,track_circuit,6.32,6.409,16.513,True,reduce_speed,reduce_speed,False
199.0,4.42,clear,False,44.7,2,sensor_miscount,True,104,1.0171,OCCUPIED,True,8.3,track_circuit,1.33,7.92,4.414,False,reroute,reroute,False
112.9,16.01,clear,False,70.1,9,boulder,False,815,,OCCUPIED,False,8.57,axle_counter,8.51,2.549,15.984,True,emergency_stop,emergency_stop,False
111.3,7.36,snow,False,56.0,8,broken_rail,False,156,,OCCUPIED,True,9.31,track_circuit,3.97,4.707,7.355,True,reduce_speed,reduce_speed,False
88.7,8.58,snow,True,54.4,7,water_logging,False,119,,OCCUPIED,True,9.03,track_circuit,5.8,2.99,8.577,True,reduce_speed,reduce_speed,False
141.9,18.74,heavy_rain,True,35.8,9,landslide_debris,True,774,1.071,CLEAR,True,2.03,track_circuit,7.92,6.443,18.709,True,emergency_stop,emergency_stop,False
120.3,17.86,flood,True,35.1,8,unknown_obstruction,True,616,1.0135,OCCUPIED,True,8.08,track_circuit,8.91,4.921,17.839,True,reduce_speed,reduce_speed,False
158.0,7.63,fog,False,56.5,3,water_logging,True,1776,,CLEAR,True,16.36,track_circuit,2.9,5.492,7.552,True,reduce_speed,reduce_speed,False
100.3,9.86,fog,False,94.8,1,environmental_false_positive,True,1474,0.9879,CLEAR,True,22.6,track_circuit,5.9,2.213,9.819,True,proceed_with_caution,proceed_with_caution,False
65.3,5.87,fog,False,80.6,7,water_logging,False,1592,0.96,CLEAR,False,1.52,vibration,5.39,0.938,5.841,True,reduce_speed,reduce_speed,False
178.7,10.41,rain,False,83.2,9,unknown_obstruction,False,1114,0.9753,CLEAR,True,0.91,axle_counter,3.5,8.303,10.355,True,emergency_stop,emergency_stop,False
173.3,13.7,rain,False,46.4,7,fallen_tree,True,264,1.0433,CLEAR,False,15.01,axle_counter,4.74,7.809,13.687,True,reduce_speed,reduce_speed,False
99.4,2.03,clear,False,81.4,5,water_logging,False,1710,,CLEAR,True,17.64,vibration,1.23,1.976,1.983,False,emergency_stop,emergency_stop,False
152.0,18.41,rain,True,58.4,5,sensor_miscount,False,1015,1.0789,CLEAR,True,15.4,axle_counter,7.27,6.007,18.367,True,reduce_speed,reduce_speed,False
121.3,14.43,clear,False,34.2,9,stranded_vehicle,False,887,1.1314,OCCUPIED,True,24.34,track_circuit,7.14,2.943,14.4,True,emergency_stop,proceed_with_caution,True
163.0,2.12,clear,False,57.6,5,stranded_vehicle,False,1229,1.0098,CLEAR,True,6.11,track_circuit,0.78,5.314,2.064,False,emergency_stop,emergency_stop,False
105.5,17.41,rain,True,39.2,7,equipment_failure_ahead,False,369,0.9501,CLEAR,True,12.29,track_circuit,9.9,2.894,17.399,True,reduce_speed,reduce_speed,False
128.0,14.92,clear,False,89.8,1,cattle_crossing,False,988,,OCCUPIED,True,22.94,axle_counter,6.99,3.277,14.885,True,proceed_with_caution,proceed_with_caution,False
54.0,6.4,clear,False,88.8,3,sensor_miscount,True,1231,,CLEAR,True,15.63,axle_counter,7.11,0.583,6.382,True,proceed_with_caution,proceed_with_caution,False
72.1,10.52,heavy_rain,False,50.1,6,signal_cable_theft,False,1410,0.9684,OCCUPIED,True,14.64,track_circuit,8.75,1.663,10.492,True,reduce_speed,reduce_speed,False
166.2,17.23,heavy_rain,True,72.8,4,environmental_false_positive,True,1025,0.9417,CLEAR,True,23.35,axle_counter,6.22,8.839,17.183,True,reduce_speed,reduce_speed,False
104.1,19.37,clear,False,55.5,4,environmental_false_positive,False,1995,,CLEAR,True,8.8,accelerometer,11.16,2.167,19.312,True,reduce_speed,reduce_speed,False
50.4,5.77,clear,False,40.8,1,cattle_crossing,False,1981,1.0116,CLEAR,False,4.35,track_circuit,6.87,0.508,5.742,True,reduce_speed,reduce_speed,False
71.0,13.08,clear,False,75.5,6,fallen_tree,True,238,,CLEAR,True,3.67,axle_counter,11.05,1.008,13.075,True,reduce_speed,reduce_speed,False
108.8,17.23,heavy_rain,True,83.2,8,landslide_debris,True,211,,CLEAR,True,20.64,axle_counter,9.5,3.788,17.224,True,reroute,reroute,False
156.3,19.77,heavy_rain,False,84.2,9,broken_rail,True,1055,1.0272,CLEAR,False,21.5,vibration,7.59,7.818,19.724,True,emergency_stop,emergency_stop,False
101.3,1.6,clear,False,40.4,3,environmental_false_positive,False,1665,0.98,CLEAR,True,6.23,vibration,0.95,2.052,1.553,False,emergency_stop,emergency_stop,False
160.5,10.17,heavy_rain,True,65.9,4,water_logging,True,1049,,OCCUPIED,True,11.7,vibration,3.8,8.243,10.123,True,reduce_speed,reduce_speed,False
178.0,17.5,clear,False,31.7,9,boulder,False,473,,OCCUPIED,True,14.83,track_circuit,5.9,6.337,17.477,True,emergency_stop,emergency_stop,False
97.9,0.26,clear,False,36.3,6,fallen_tree,True,1147,,CLEAR,True,3.91,axle_counter,0.16,1.917,0.229,False,reroute,reroute,False
169.1,8.86,flood,True,35.7,1,cattle_crossing,True,1890,0.9608,CLEAR,False,21.3,vibration,3.14,9.722,8.771,False,reroute,reroute,False
64.7,11.77,clear,False,34.0,2,environmental_false_positive,True,375,1.0237,CLEAR,True,10.76,track_circuit,10.91,0.837,11.763,True,reduce_speed,reduce_speed,False
109.4,10.62,clear,False,53.4,9,boulder,False,919,,CLEAR,True,21.66,accelerometer,5.82,2.394,10.592,True,emergency_stop,emergency_stop,False
60.1,14.71,clear,True,55.0,8,broken_rail,True,1295,,CLEAR,True,19.12,track_circuit,14.69,0.722,14.688,True,reroute,proceed_with_caution,True
53.1,1.5,rain,False,78.9,3,sensor_miscount,False,817,,CLEAR,True,7.73,axle_counter,1.69,0.733,1.488,True,proceed_with_caution,proceed_with_caution,False
55.0,15.75,snow,True,53.1,8,unknown_obstruction,False,136,,CLEAR,True,18.06,axle_counter,17.18,1.15,15.748,True,reduce_speed,reduce_speed,False
61.2,5.81,flood,True,39.8,7,boulder,False,1356,1.0032,CLEAR,True,18.65,axle_counter,5.7,1.273,5.787,True,reduce_speed,reduce_speed,False
174.5,16.52,clear,False,96.3,6,unknown_obstruction,True,1495,0.9896,CLEAR,False,8.13,vibration,5.68,6.09,16.448,True,reduce_speed,reduce_speed,False
129.3,8.51,clear,False,91.3,8,broken_rail,False,1328,,CLEAR,True,6.72,track_circuit,3.95,3.344,8.462,True,reduce_speed,reduce_speed,False
191.8,1.05,heavy_rain,True,38.7,3,sensor_miscount,True,1343,0.9079,CLEAR,True,20.67,axle_counter,0.33,11.772,0.978,False,reroute,reroute,False
128.4,19.29,clear,False,55.4,10,landslide_debris,False,1331,,CLEAR,False,17.11,axle_counter,9.01,3.297,19.243,True,emergency_stop,emergency_stop,False
142.5,15.65,snow,True,41.8,4,cattle_crossing,False,694,,CLEAR,True,18.62,accelerometer,6.59,7.716,15.623,True,reduce_speed,reduce_speed,False
