train_speed_kmh,distance_to_obstacle_km,environmental_condition,weather_alert,severity_score,obstruction_type,alternative_route_available,communication_latency_ms,signal_quality_percent,sensor_type,axle_balance,ahead_section_status,known_train_schedule,distance_from_station_km,create_repair_defect,corridor,action
47,12.101,clear,False,2,water_logging,True,3443,2,axle_counter,54.5,CLEAR,True,8.343,True,KOL-HOW,proceed_with_caution
104,17.889,snow,False,6,water_logging,False,1107,0,vibration,0.0,CLEAR,False,24.737,False,KOL-HOW,reduce_speed
114,7.425,clear,False,7,environmental_false_positive,True,3964,91,vibration,0.0,CLEAR,True,47.606,True,HYB-SEC,reduce_speed
110,17.311,fog,True,3,track_buckling,False,4073,38,axle_counter,0.0,CLEAR,False,32.284,False,CHN-BGLR,reduce_speed
58,0.709,heavy_rain,True,5,boulder,False,1772,6,accelerometer,1.2,CLEAR,True,2.805,False,DEL-AGRA,reroute
105,7.818,snow,False,6,boulder,False,1620,52,track_circuit,1.0,CLEAR,True,2.997,False,MUM-PUNE,reduce_speed
48,0.52,snow,True,6,boulder,True,293,83,accelerometer,0.0,CLEAR,True,19.034,True,HYB-SEC,reduce_speed
144,9.912,clear,True,1,stranded_vehicle,False,2298,95,accelerometer,79.23,CLEAR,True,40.387,False,CHN-BGLR,proceed_with_caution
123,4.898,rain,True,9,fallen_tree,False,2411,100,axle_counter,0.0,CLEAR,True,7.204,True,HYB-SEC,emergency_stop
49,11.667,clear,False,7,equipment_failure_ahead,False,1486,48,track_circuit,0.0,CLEAR,True,15.79,False,MUM-PUNE,reduce_speed
164,12.054,clear,False,5,environmental_false_positive,True,2835,88,vibration,58.43,CLEAR,True,5.288,False,DEL-AGRA,reroute
193,18.444,flood,True,7,signal_cable_theft,False,2349,93,accelerometer,25.53,OCCUPIED,False,25.685,False,MUM-PUNE,reduce_speed
47,10.004,flood,True,5,landslide_debris,False,1900,56,track_circuit,0.0,CLEAR,True,30.986,False,DEL-AGRA,proceed_with_caution
148,11.426,clear,False,5,equipment_failure_ahead,False,1661,50,axle_counter,83.36,OCCUPIED,True,13.451,False,CHN-BGLR,proceed_with_caution
85,2.345,clear,False,5,water_logging,True,1545,18,track_circuit,0.0,CLEAR,False,34.316,False,DEL-AGRA,reroute
98,15.227,rain,True,1,signal_cable_theft,False,2047,37,accelerometer,0.0,CLEAR,True,26.055,False,HYB-SEC,proceed_with_caution
75,8.124,clear,True,5,boulder,False,1257,30,axle_counter,0.0,OCCUPIED,False,29.099,False,HYB-SEC,proceed_with_caution
56,7.764,fog,True,6,stranded_vehicle,False,683,70,accelerometer,48.0,CLEAR,True,1.153,False,HYB-SEC,reduce_speed
108,8.691,fog,False,6,fallen_tree,False,685,12,track_circuit,31.83,CLEAR,True,7.076,False,KOL-HOW,reduce_speed
111,16.098,clear,False,2,fallen_tree,False,1969,35,accelerometer,41.11,CLEAR,False,30.36,False,HYB-SEC,proceed_with_caution
148,8.639,clear,True,2,landslide_debris,False,2197,82,track_circuit,0.0,CLEAR,True,6.889,False,CHN-BGLR,proceed_with_caution
45,2.986,snow,False,3,signal_cable_theft,False,583,63,vibration,0.0,CLEAR,False,17.926,False,CHN-BGLR,proceed_with_caution
101,6.889,flood,True,1,boulder,True,785,98,axle_counter,55.17,CLEAR,True,20.934,True,MUM-PUNE,proceed_with_caution
133,11.289,flood,True,7,cattle_crossing,True,269,7,accelerometer,0.0,CLEAR,True,1.177,True,HYB-SEC,reduce_speed
67,0.592,clear,False,6,track_buckling,True,1051,72,accelerometer,0.0,CLEAR,True,13.225,False,KOL-HOW,reroute
128,4.488,rain,False,8,equipment_failure_ahead,True,3137,92,track_circuit,97.06,CLEAR,False,48.923,False,MUM-PUNE,reduce_speed
51,2.141,clear,True,3,water_logging,False,1689,93,vibration,0.0,CLEAR,True,48.055,True,CHN-BGLR,proceed_with_caution
126,15.137,clear,False,2,broken_rail,False,1511,50,accelerometer,98.69,OCCUPIED,False,19.371,False,CHN-BGLR,proceed_with_caution
115,19.671,snow,False,6,broken_rail,False,3358,69,accelerometer,51.06,OCCUPIED,True,23.354,True,MUM-PUNE,reduce_speed
137,0.301,fog,True,8,equipment_failure_ahead,False,4110,72,accelerometer,0.0,CLEAR,True,13.594,False,DEL-AGRA,reduce_speed
141,10.954,rain,False,3,water_logging,False,3555,32,vibration,16.36,CLEAR,True,48.495,False,KOL-HOW,proceed_with_caution
67,15.328,fog,True,6,broken_rail,False,4488,70,track_circuit,53.12,CLEAR,False,21.452,False,KOL-HOW,reduce_speed
173,17.489,snow,True,3,boulder,False,2281,75,accelerometer,53.68,CLEAR,False,0.914,False,DEL-AGRA,reduce_speed
86,16.304,clear,False,3,unknown_obstruction,True,1537,31,track_circuit,11.85,CLEAR,True,47.553,False,MUM-PUNE,proceed_with_caution
174,7.701,clear,False,3,landslide_debris,False,1661,13,accelerometer,0.0,CLEAR,False,1.622,True,KOL-HOW,proceed_with_caution
74,4.814,rain,False,5,boulder,False,3832,97,accelerometer,0.0,OCCUPIED,False,44.205,True,KOL-HOW,proceed_with_caution
58,14.435,heavy_rain,True,6,stranded_vehicle,False,3832,67,vibration,0.0,CLEAR,True,47.91,False,KOL-HOW,reduce_speed
50,9.451,fog,True,5,broken_rail,False,38,60,axle_counter,0.0,OCCUPIED,True,47.275,True,DEL-AGRA,reduce_speed
165,19.519,heavy_rain,True,8,environmental_false_positive,False,4827,81,accelerometer,25.13,OCCUPIED,True,24.258,False,DEL-AGRA,reduce_speed
72,17.993,rain,True,7,signal_cable_theft,True,4507,46,vibration,0.0,CLEAR,True,33.456,False,MUM-PUNE,reduce_speed
92,3.245,rain,False,4,landslide_debris,False,3159,77,accelerometer,55.15,CLEAR,True,0.996,False,KOL-HOW,proceed_with_caution
75,4.918,heavy_rain,False,8,water_logging,False,1173,11,vibration,0.0,OCCUPIED,False,41.173,False,DEL-AGRA,reduce_speed
95,7.28,clear,False,8,environmental_false_positive,False,2123,100,axle_counter,0.0,OCCUPIED,True,31.0,False,HYB-SEC,reduce_speed
119,10.068,heavy_rain,True,1,boulder,False,4930,9,track_circuit,0.0,CLEAR,True,45.58,False,KOL-HOW,reduce_speed
144,13.966,fog,True,7,fallen_tree,False,2713,29,vibration,0.0,CLEAR,True,5.925,False,CHN-BGLR,reduce_speed
84,9.812,snow,False,6,cattle_crossing,False,1011,40,accelerometer,24.68,CLEAR,False,43.211,True,DEL-AGRA,reduce_speed
129,16.144,flood,True,6,equipment_failure_ahead,False,4160,12,vibration,0.0,CLEAR,False,2.281,False,HYB-SEC,reduce_speed
143,0.377,clear,True,4,equipment_failure_ahead,False,3039,98,vibration,42.29,CLEAR,True,3.233,True,CHN-BGLR,proceed_with_caution
163,2.45,snow,True,4,environmental_false_positive,False,1893,61,track_circuit,21.65,CLEAR,False,26.504,False,CHN-BGLR,reduce_speed
122,10.065,clear,False,5,track_buckling,False,1337,72,axle_counter,33.23,CLEAR,True,7.375,False,HYB-SEC,proceed_with_caution
56,8.974,rain,True,3,broken_rail,False,3100,87,axle_counter,0.0,OCCUPIED,False,47.154,False,HYB-SEC,proceed_with_caution
151,13.833,rain,True,2,signal_cable_theft,False,4138,60,track_circuit,0.0,OCCUPIED,True,46.806,False,HYB-SEC,proceed_with_caution
130,15.603,clear,False,4,water_logging,False,4309,77,axle_counter,47.43,OCCUPIED,False,16.369,False,CHN-BGLR,proceed_with_caution
125,3.837,snow,False,4,broken_rail,True,3890,64,accelerometer,49.98,CLEAR,True,42.527,False,DEL-AGRA,proceed_with_caution
111,2.943,snow,True,3,cattle_crossing,False,1076,58,axle_counter,0.0,CLEAR,True,24.107,True,DEL-AGRA,reduce_speed
170,8.519,snow,True,5,cattle_crossing,True,2422,20,vibration,11.4,OCCUPIED,True,27.673,True,MUM-PUNE,reduce_speed
193,0.157,snow,True,7,track_buckling,True,1486,95,accelerometer,0.0,CLEAR,False,13.307,False,KOL-HOW,reduce_speed
153,10.927,clear,False,5,equipment_failure_ahead,True,1779,10,accelerometer,92.39,OCCUPIED,True,17.122,True,DEL-AGRA,reroute
92,8.265,clear,False,4,stranded_vehicle,False,1843,14,accelerometer,15.99,OCCUPIED,True,12.083,False,HYB-SEC,proceed_with_caution
146,15.125,heavy_rain,True,2,water_logging,False,4515,41,track_circuit,0.0,OCCUPIED,True,23.101,True,CHN-BGLR,reduce_speed
85,17.896,snow,True,4,water_logging,False,2455,98,accelerometer,5.95,OCCUPIED,True,32.294,False,CHN-BGLR,reduce_speed
122,7.118,heavy_rain,True,5,sensor_miscount,False,4813,47,track_circuit,0.0,CLEAR,True,15.068,True,CHN-BGLR,reduce_speed
50,3.393,snow,True,6,boulder,False,1417,76,track_circuit,0.0,OCCUPIED,False,47.225,False,MUM-PUNE,reduce_speed
183,11.448,clear,True,3,track_buckling,False,1586,31,axle_counter,0.0,CLEAR,True,7.698,False,KOL-HOW,proceed_with_caution
74,12.364,flood,False,9,stranded_vehicle,False,283,28,accelerometer,58.09,CLEAR,True,9.682,False,MUM-PUNE,proceed_with_caution
108,7.882,clear,True,5,landslide_debris,False,228,44,axle_counter,12.24,OCCUPIED,True,43.985,True,KOL-HOW,proceed_with_caution
198,12.296,rain,False,2,fallen_tree,False,3298,25,track_circuit,48.11,CLEAR,True,3.278,True,MUM-PUNE,proceed_with_caution
68,11.327,snow,False,4,equipment_failure_ahead,True,1094,23,accelerometer,0.0,CLEAR,True,36.127,True,CHN-BGLR,proceed_with_caution
126,3.023,clear,False,6,cattle_crossing,True,852,18,track_circuit,89.04,CLEAR,False,11.428,True,HYB-SEC,reduce_speed
181,18.048,fog,True,3,landslide_debris,True,877,8,vibration,69.11,CLEAR,True,13.545,False,MUM-PUNE,reduce_speed
121,4.755,fog,False,5,broken_rail,False,4853,59,axle_counter,0.0,CLEAR,False,42.998,True,DEL-AGRA,proceed_with_caution
110,12.566,clear,False,6,signal_cable_theft,False,4849,23,track_circuit,30.25,CLEAR,True,31.702,False,MUM-PUNE,reduce_speed
88,11.778,flood,False,5,boulder,False,478,21,vibration,46.73,OCCUPIED,True,44.171,False,HYB-SEC,proceed_with_caution
179,10.608,rain,False,5,equipment_failure_ahead,False,3591,90,accelerometer,0.0,CLEAR,True,19.895,True,HYB-SEC,proceed_with_caution
100,17.245,rain,False,4,water_logging,True,4807,50,axle_counter,0.0,CLEAR,True,37.749,False,KOL-HOW,proceed_with_caution
148,3.36,fog,False,4,track_buckling,False,1555,75,vibration,0.0,CLEAR,False,39.646,False,KOL-HOW,proceed_with_caution
89,11.88,heavy_rain,False,6,environmental_false_positive,False,1404,88,accelerometer,3.98,CLEAR,True,41.552,False,DEL-AGRA,reduce_speed
94,3.702,rain,True,4,landslide_debris,True,1907,78,track_circuit,0.0,CLEAR,True,38.151,False,MUM-PUNE,proceed_with_caution
163,1.873,clear,False,3,landslide_debris,False,3449,2,axle_counter,0.0,CLEAR,True,5.545,False,CHN-BGLR,proceed_with_caution
156,17.406,clear,False,3,signal_cable_theft,False,2909,1,track_circuit,0.0,CLEAR,True,21.183,False,CHN-BGLR,proceed_with_caution
73,4.112,snow,False,3,cattle_crossing,True,2131,36,track_circuit,96.5,CLEAR,True,4.957,False,KOL-HOW,proceed_with_caution
162,3.574,fog,True,8,signal_cable_theft,False,3452,96,track_circuit,0.0,OCCUPIED,True,9.003,False,KOL-HOW,reduce_speed
166,6.556,snow,True,5,broken_rail,True,718,63,axle_counter,0.0,CLEAR,True,28.018,False,KOL-HOW,reduce_speed
172,3.364,clear,True,5,water_logging,False,4114,49,vibration,0.0,CLEAR,False,38.636,False,MUM-PUNE,proceed_with_caution
152,11.188,snow,True,6,track_buckling,True,3564,93,vibration,0.0,OCCUPIED,True,16.945,False,KOL-HOW,reduce_speed
113,3.488,rain,True,4,water_logging,False,4953,2,track_circuit,0.0,CLEAR,True,33.598,True,CHN-BGLR,proceed_with_caution
69,5.872,fog,True,8,signal_cable_theft,True,1748,58,track_circuit,39.62,CLEAR,False,42.162,False,KOL-HOW,reduce_speed
151,16.982,clear,True,7,equipment_failure_ahead,True,4543,100,track_circuit,36.77,OCCUPIED,True,18.638,False,HYB-SEC,reduce_speed
83,9.056,flood,False,3,boulder,True,4245,39,vibration,4.1,CLEAR,False,19.253,False,MUM-PUNE,proceed_with_caution
154,0.665,snow,False,3,fallen_tree,False,3490,75,axle_counter,21.13,CLEAR,True,10.55,False,CHN-BGLR,proceed_with_caution
75,10.96,flood,True,6,cattle_crossing,False,3904,73,vibration,0.0,OCCUPIED,True,32.352,False,MUM-PUNE,reduce_speed
198,16.167,rain,True,5,fallen_tree,False,1684,38,axle_counter,69.64,OCCUPIED,True,42.192,False,KOL-HOW,proceed_with_caution
122,11.42,snow,True,2,broken_rail,True,4605,54,track_circuit,54.51,CLEAR,True,20.357,False,DEL-AGRA,reduce_speed
86,11.558,rain,False,8,landslide_debris,False,4763,74,axle_counter,0.0,CLEAR,True,26.825,True,DEL-AGRA,reduce_speed
127,19.316,rain,False,7,fallen_tree,False,3758,94,track_circuit,53.39,CLEAR,True,29.366,True,MUM-PUNE,reduce_speed
105,19.45,heavy_rain,True,7,water_logging,False,4937,88,track_circuit,11.3,OCCUPIED,True,20.927,True,CHN-BGLR,reduce_speed
132,16.391,clear,False,1,stranded_vehicle,False,4355,20,vibration,23.2,CLEAR,True,2.715,True,DEL-AGRA,proceed_with_caution
151,9.43,heavy_rain,False,1,environmental_false_positive,False,2230,84,axle_counter,67.78,OCCUPIED,True,43.185,False,DEL-AGRA,proceed_with_caution
109,17.65,fog,True,6,track_buckling,False,4196,11,vibration,0.15,OCCUPIED,True,2.72,False,MUM-PUNE,reduce_speed
159,17.597,clear,True,5,signal_cable_theft,True,547,58,axle_counter,0.0,CLEAR,True,8.693,False,KOL-HOW,reroute
128,15.045,snow,True,7,broken_rail,True,4168,84,vibration,0.0,CLEAR,True,13.781,True,HYB-SEC,emergency_stop
198,17.691,fog,True,2,equipment_failure_ahead,False,3220,16,track_circuit,0.0,OCCUPIED,True,6.002,True,MUM-PUNE,reduce_speed
112,5.612,rain,True,7,cattle_crossing,False,1516,82,vibration,33.4,OCCUPIED,True,0.548,False,MUM-PUNE,reduce_speed
140,4.299,fog,True,6,track_buckling,False,3766,46,axle_counter,0.9,CLEAR,True,40.818,False,MUM-PUNE,reduce_speed
159,0.015,fog,False,4,cattle_crossing,False,2535,5,vibration,35.49,CLEAR,False,34.996,False,KOL-HOW,proceed_with_caution
49,19.418,clear,False,7,stranded_vehicle,False,4188,69,axle_counter,11.89,OCCUPIED,True,18.472,False,CHN-BGLR,reduce_speed
77,4.616,flood,True,5,broken_rail,False,4343,52,vibration,0.0,CLEAR,True,40.83,False,MUM-PUNE,proceed_with_caution
110,3.72,clear,False,3,cattle_crossing,False,1065,1,accelerometer,0.0,OCCUPIED,False,28.46,False,MUM-PUNE,proceed_with_caution
196,18.174,rain,False,6,track_buckling,False,4951,93,axle_counter,21.53,OCCUPIED,True,25.738,False,CHN-BGLR,reduce_speed
156,0.247,rain,True,4,track_buckling,True,2070,77,axle_counter,0.0,CLEAR,False,48.802,False,MUM-PUNE,proceed_with_caution
52,0.088,rain,True,4,environmental_false_positive,False,3830,51,axle_counter,0.0,OCCUPIED,True,32.603,False,DEL-AGRA,emergency_stop
189,1.414,fog,True,1,signal_cable_theft,False,4070,41,axle_counter,90.11,CLEAR,True,27.007,False,CHN-BGLR,reduce_speed
79,5.937,fog,True,6,unknown_obstruction,False,465,66,axle_counter,0.0,CLEAR,False,49.666,False,DEL-AGRA,reduce_speed
147,2.502,clear,False,8,equipment_failure_ahead,False,288,83,vibration,0.0,OCCUPIED,True,32.944,False,DEL-AGRA,reduce_speed
70,18.729,rain,True,4,broken_rail,True,2388,0,vibration,24.79,CLEAR,True,8.168,False,DEL-AGRA,proceed_with_caution
125,17.008,rain,True,2,broken_rail,False,1399,9,accelerometer,99.06,CLEAR,True,37.878,False,MUM-PUNE,proceed_with_caution
130,16.667,clear,False,6,unknown_obstruction,True,1634,66,accelerometer,19.34,CLEAR,True,9.192,False,KOL-HOW,reduce_speed
185,12.179,rain,False,5,landslide_debris,False,4388,53,axle_counter,77.45,OCCUPIED,False,44.243,False,CHN-BGLR,proceed_with_caution
200,1.426,clear,False,1,unknown_obstruction,False,2936,11,accelerometer,0.0,OCCUPIED,True,3.923,False,MUM-PUNE,emergency_stop
63,11.167,clear,False,1,water_logging,False,657,93,track_circuit,32.1,CLEAR,False,30.958,False,MUM-PUNE,proceed_with_caution
146,0.938,clear,False,5,landslide_debris,True,4825,31,track_circuit,71.68,OCCUPIED,True,13.815,True,MUM-PUNE,emergency_stop
184,2.992,snow,True,5,environmental_false_positive,True,3144,50,axle_counter,0.0,CLEAR,True,41.038,False,KOL-HOW,reduce_speed
50,13.201,fog,True,1,cattle_crossing,False,4991,89,vibration,9.05,CLEAR,True,30.016,False,MUM-PUNE,reduce_speed
96,1.11,rain,True,9,stranded_vehicle,True,179,64,track_circuit,76.21,CLEAR,True,48.248,False,DEL-AGRA,reduce_speed
75,11.99,clear,False,5,unknown_obstruction,False,2321,28,track_circuit,0.0,OCCUPIED,True,4.812,False,HYB-SEC,proceed_with_caution
86,16.007,clear,True,6,boulder,False,3313,4,vibration,0.0,CLEAR,True,30.031,False,DEL-AGRA,reduce_speed
138,14.223,flood,True,6,equipment_failure_ahead,True,4366,86,axle_counter,0.0,CLEAR,False,14.464,False,HYB-SEC,reduce_speed
192,5.446,fog,False,5,cattle_crossing,False,1093,52,axle_counter,24.82,OCCUPIED,True,48.811,True,CHN-BGLR,proceed_with_caution
49,2.595,heavy_rain,True,5,broken_rail,True,3190,66,accelerometer,0.0,CLEAR,True,19.79,False,DEL-AGRA,reduce_speed
180,17.742,clear,True,6,stranded_vehicle,False,4474,75,track_circuit,0.0,CLEAR,True,49.422,True,MUM-PUNE,reduce_speed
79,0.466,clear,True,3,fallen_tree,False,3778,96,vibration,56.84,CLEAR,True,32.463,True,CHN-BGLR,proceed_with_caution
181,8.608,fog,True,9,water_logging,False,4048,37,vibration,25.78,OCCUPIED,True,6.853,False,HYB-SEC,emergency_stop
118,18.515,clear,True,2,signal_cable_theft,True,4606,15,accelerometer,34.79,CLEAR,True,41.948,False,KOL-HOW,proceed_with_caution
87,11.942,rain,False,3,broken_rail,False,438,40,accelerometer,0.0,OCCUPIED,True,40.543,False,KOL-HOW,proceed_with_caution
47,5.927,clear,False,3,cattle_crossing,False,3336,2,axle_counter,0.0,CLEAR,True,3.55,False,DEL-AGRA,proceed_with_caution
68,8.463,clear,False,4,landslide_debris,False,3614,73,track_circuit,0.0,CLEAR,True,12.265,False,CHN-BGLR,proceed_with_caution
141,19.373,clear,False,4,boulder,False,2630,88,accelerometer,58.35,OCCUPIED,True,46.679,True,HYB-SEC,proceed_with_caution
156,19.288,heavy_rain,False,7,cattle_crossing,False,3529,42,accelerometer,0.0,CLEAR,True,30.364,False,HYB-SEC,reduce_speed
46,7.485,heavy_rain,True,7,fallen_tree,False,3927,60,track_circuit,0.0,OCCUPIED,False,5.013,True,DEL-AGRA,reduce_speed
106,4.34,rain,False,3,unknown_obstruction,False,3934,27,axle_counter,21.03,CLEAR,True,43.429,False,KOL-HOW,proceed_with_caution
146,18.695,clear,False,5,sensor_miscount,False,1540,33,axle_counter,0.0,CLEAR,False,11.192,False,KOL-HOW,proceed_with_caution
106,13.72,clear,True,2,unknown_obstruction,False,544,54,axle_counter,0.0,CLEAR,True,10.621,False,DEL-AGRA,proceed_with_caution
200,0.182,heavy_rain,False,4,water_logging,False,2699,34,vibration,12.68,CLEAR,False,16.18,False,HYB-SEC,proceed_with_caution
101,2.486,clear,True,7,equipment_failure_ahead,True,2024,27,axle_counter,18.43,OCCUPIED,False,7.527,True,CHN-BGLR,reduce_speed
64,8.283,clear,False,6,landslide_debris,False,3301,38,accelerometer,2.83,CLEAR,True,2.618,False,DEL-AGRA,reduce_speed
173,15.923,rain,True,4,unknown_obstruction,False,3884,90,vibration,0.0,OCCUPIED,True,33.77,False,CHN-BGLR,proceed_with_caution
87,8.561,rain,True,4,landslide_debris,False,3530,20,track_circuit,0.0,OCCUPIED,True,25.418,False,CHN-BGLR,proceed_with_caution
150,14.579,snow,True,5,water_logging,False,4812,26,track_circuit,0.0,OCCUPIED,True,28.537,False,HYB-SEC,reduce_speed
198,15.792,fog,True,8,signal_cable_theft,False,4837,94,vibration,0.0,OCCUPIED,True,40.022,False,CHN-BGLR,reduce_speed
100,2.551,rain,False,9,stranded_vehicle,False,840,16,track_circuit,0.0,CLEAR,False,16.477,False,KOL-HOW,emergency_stop
63,3.649,clear,False,6,track_buckling,True,1591,75,vibration,93.9,CLEAR,False,31.849,False,CHN-BGLR,reduce_speed
61,16.945,fog,False,5,track_buckling,True,4317,82,accelerometer,5.78,CLEAR,True,19.221,True,MUM-PUNE,reroute
139,8.016,clear,False,9,sensor_miscount,False,2230,50,track_circuit,75.3,CLEAR,True,31.177,False,CHN-BGLR,emergency_stop
106,19.421,fog,False,7,broken_rail,True,3245,15,track_circuit,0.0,CLEAR,True,4.184,False,DEL-AGRA,reduce_speed
126,14.649,rain,False,5,stranded_vehicle,False,4292,51,vibration,32.78,OCCUPIED,True,49.56,True,CHN-BGLR,proceed_with_caution
58,7.728,clear,False,5,equipment_failure_ahead,False,4359,16,vibration,68.33,CLEAR,True,12.768,True,MUM-PUNE,proceed_with_caution
111,1.374,snow,True,6,stranded_vehicle,True,1662,25,accelerometer,91.21,CLEAR,False,41.825,False,DEL-AGRA,reduce_speed
107,8.164,rain,True,6,equipment_failure_ahead,False,1270,27,accelerometer,0.0,OCCUPIED,True,2.426,False,HYB-SEC,reduce_speed
116,14.934,flood,True,6,landslide_debris,False,3559,81,track_circuit,82.37,CLEAR,False,45.965,False,CHN-BGLR,reduce_speed
84,11.105,clear,True,4,sensor_miscount,True,117,38,vibration,91.44,CLEAR,False,18.882,False,KOL-HOW,proceed_with_caution
48,11.461,flood,True,6,fallen_tree,False,164,43,track_circuit,14.04,CLEAR,False,12.549,True,DEL-AGRA,proceed_with_caution
135,18.227,flood,False,7,water_logging,False,153,59,axle_counter,0.0,CLEAR,True,37.205,False,CHN-BGLR,proceed_with_caution
137,12.193,rain,False,2,stranded_vehicle,True,3494,94,vibration,0.0,CLEAR,True,37.731,True,HYB-SEC,proceed_with_caution
146,13.927,fog,False,4,sensor_miscount,False,2014,82,axle_counter,16.83,CLEAR,True,36.129,False,HYB-SEC,proceed_with_caution
152,16.773,clear,True,5,boulder,False,3642,24,track_circuit,0.0,OCCUPIED,True,48.33,False,DEL-AGRA,proceed_with_caution
180,18.466,flood,False,2,signal_cable_theft,False,2425,99,axle_counter,88.64,OCCUPIED,True,20.716,False,DEL-AGRA,proceed_with_caution
105,2.67,flood,False,3,broken_rail,True,4127,74,track_circuit,0.0,CLEAR,True,28.66,True,CHN-BGLR,proceed_with_caution
183,12.554,clear,False,6,signal_cable_theft,True,3827,57,vibration,0.0,CLEAR,True,24.82,False,HYB-SEC,reduce_speed
184,10.816,flood,False,7,unknown_obstruction,True,4222,8,vibration,58.32,CLEAR,True,29.052,False,HYB-SEC,reduce_speed
87,8.1,fog,True,5,signal_cable_theft,False,3377,26,track_circuit,0.0,CLEAR,True,7.547,False,DEL-AGRA,reduce_speed
199,0.557,flood,False,6,signal_cable_theft,False,4489,12,axle_counter,92.84,OCCUPIED,False,4.915,False,DEL-AGRA,emergency_stop
147,7.76,rain,False,9,landslide_debris,False,395,58,axle_counter,0.0,CLEAR,True,27.664,False,MUM-PUNE,emergency_stop
156,13.227,fog,False,5,landslide_debris,True,2600,5,accelerometer,49.08,CLEAR,True,25.928,False,MUM-PUNE,reroute
135,13.81,clear,True,5,fallen_tree,False,1409,84,axle_counter,10.02,CLEAR,True,42.208,False,DEL-AGRA,proceed_with_caution
179,9.569,fog,False,7,fallen_tree,False,2305,33,track_circuit,0.0,CLEAR,True,3.195,False,DEL-AGRA,reduce_speed
84,18.724,fog,False,7,landslide_debris,True,4398,56,track_circuit,32.43,OCCUPIED,False,30.087,False,HYB-SEC,reduce_speed
160,12.358,flood,True,7,track_buckling,True,2488,99,vibration,35.72,CLEAR,False,28.725,False,MUM-PUNE,reduce_speed
154,19.076,rain,False,2,fallen_tree,False,2625,61,axle_counter,0.0,OCCUPIED,True,47.245,False,MUM-PUNE,proceed_with_caution
82,13.251,fog,True,5,signal_cable_theft,False,1717,90,track_circuit,0.0,CLEAR,True,35.261,False,MUM-PUNE,reduce_speed
89,6.002,clear,False,10,water_logging,True,2852,80,vibration,53.75,OCCUPIED,True,23.328,False,KOL-HOW,reduce_speed
110,7.776,snow,False,4,environmental_false_positive,False,4472,36,track_circuit,92.16,CLEAR,False,46.454,True,DEL-AGRA,proceed_with_caution
86,17.951,rain,True,6,cattle_crossing,False,598,82,vibration,0.0,CLEAR,False,41.889,False,CHN-BGLR,proceed_with_caution
196,5.103,clear,False,6,equipment_failure_ahead,False,221,94,axle_counter,0.0,CLEAR,True,31.846,False,MUM-PUNE,reduce_speed
83,8.495,clear,False,4,unknown_obstruction,True,4803,49,axle_counter,0.0,CLEAR,True,6.156,False,CHN-BGLR,proceed_with_caution
45,2.791,flood,True,4,fallen_tree,True,272,17,axle_counter,0.0,CLEAR,True,1.981,False,MUM-PUNE,proceed_with_caution
186,4.414,flood,True,4,unknown_obstruction,True,3895,57,track_circuit,32.74,CLEAR,True,13.717,True,MUM-PUNE,proceed_with_caution
134,1.253,snow,True,4,water_logging,False,2526,17,accelerometer,0.0,CLEAR,True,37.58,False,DEL-AGRA,reduce_speed
136,14.701,snow,False,8,environmental_false_positive,False,4783,97,axle_counter,63.94,CLEAR,True,44.04,False,KOL-HOW,reduce_speed
185,6.468,clear,False,6,water_logging,False,1716,100,vibration,77.95,OCCUPIED,True,7.034,False,HYB-SEC,reduce_speed
165,15.101,clear,False,2,water_logging,True,695,47,accelerometer,0.0,CLEAR,True,13.036,False,CHN-BGLR,proceed_with_caution
126,4.273,rain,True,6,stranded_vehicle,True,2649,36,axle_counter,44.08,CLEAR,True,2.588,False,KOL-HOW,reduce_speed
182,9.608,clear,True,4,sensor_miscount,True,764,8,vibration,22.88,CLEAR,True,5.194,False,CHN-BGLR,proceed_with_caution
161,1.946,clear,False,5,signal_cable_theft,False,2477,16,vibration,0.0,CLEAR,True,41.893,True,CHN-BGLR,proceed_with_caution
107,18.49,fog,False,4,stranded_vehicle,True,1617,1,accelerometer,0.0,CLEAR,True,25.11,False,KOL-HOW,proceed_with_caution
128,18.31,clear,True,4,boulder,True,1266,3,accelerometer,0.0,CLEAR,True,15.988,False,MUM-PUNE,reroute
108,4.116,rain,False,3,track_buckling,False,2286,4,track_circuit,0.0,OCCUPIED,True,9.209,True,KOL-HOW,proceed_with_caution
69,19.218,fog,False,6,boulder,True,1711,32,vibration,0.0,CLEAR,True,18.181,False,DEL-AGRA,reduce_speed
198,5.083,clear,False,5,stranded_vehicle,False,1784,38,axle_counter,50.06,OCCUPIED,True,22.136,False,MUM-PUNE,proceed_with_caution
154,3.867,heavy_rain,True,2,equipment_failure_ahead,False,2931,31,accelerometer,75.04,CLEAR,False,12.125,False,HYB-SEC,reduce_speed
165,16.608,rain,True,7,boulder,False,1464,49,accelerometer,37.09,CLEAR,True,24.396,False,MUM-PUNE,reduce_speed
175,1.212,clear,False,5,boulder,True,3036,28,axle_counter,40.43,CLEAR,False,38.873,False,CHN-BGLR,reroute
104,6.761,rain,True,6,unknown_obstruction,False,1052,97,vibration,0.0,CLEAR,False,35.354,False,CHN-BGLR,reduce_speed
71,6.775,clear,True,6,environmental_false_positive,False,3437,25,axle_counter,0.0,OCCUPIED,True,27.426,False,CHN-BGLR,reduce_speed
